idempresa,olat,olon,n_obs,sd_km
725,-24.7798,-65.42926,837,0
8775,-37.89344,-63.74261,564,0
8118,-31.45897,-59.59918,158,0
108,-33.791755919248,-61.2066785958557,671,0
121,-33.79317,-61.21256,129,0
5676,-41.95428,-71.53316,722,0
3877,-42.506405,-71.465814,13,0
5329,-38.03081,-60.09625,742,0
2483,-36.23194,-61.11583,818,0
6863,-34.700052915,-58.54255488,635,0
8035,-22.24015,-63.73439,572,0
9744,-30.986292,-64.089045,44,0
4188,-30.987366,-64.091332,16,0
9622,-30.972327,-64.083845,24,0
9771,-31.012683,-64.071208,14,0
10230,-31.012683,-64.071208,350,0
9860,-30.426233,-64.339231,979,0
7171,-31.012683,-64.071208,22,0
4185,-30.986292,-64.089045,22,0
10766,-30.709181,-64.058357,704,0
11057,-30.7061274336761,-64.0643609630027,6,0
7969,-38.24296,-59.14395,698,0
7970,-38.53171,-58.77633,738,0
1930,-34.82364,-58.47343,843,0
3911,-34.675,-58.35825,751,0
9542,-27.44959,-58.9886,926,0
9543,-27.412923,-58.970468,882,0
8179,-26.92516,-55.05965,594,0
478,-29.148,-59.64388,733,0
5165,-32.419557,-63.245345,1076,0
8455,-33.0928,-64.30725,1199,0
8465,-34.100624,-59.034605,496,0
5100,-34.146077,-63.39569,700,0
8021,-33.373011,-61.175059,542,0
522,-33.15419,-60.504569,864,0
4832,-34.772984,-58.323156,388,0
4029,-34.61129,-58.48989,707,0
2215,-33.8828,-59.87856,221,0
2203,-33.68039,-59.66715,2439,0
2223,-33.76408,-59.71302,2409,0
3236,-33.6918,-59.6694,322,0
2234,-32.480652,-58.231257,286,0
162,-31.45732,-61.71008,680,0
1456,-34.89129,-58.01285,727,0
7444,-31.642426,-63.347672,746,0
5522,-36.78041,-59.86762,152,0
5523,-36.847883,-59.897108,624,0
2435,-34.79318,-61.89187,762,0
2441,-34.79329,-61.89142,4,0
2411,-34.76405,-61.88626,759,0
2637,-32.90599,-60.6886,155,0
9545,-32.90599,-60.6886,470,0
7507,-31.66536,-63.20496,729,0
1211,-33.18457,-64.9971,737,0
2453,-37.243084,-61.262441,669,0
6947,-39.0268,-67.58718,728,0
2301,-39.28586,-65.66306,722,0
8558,-34.60967,-58.94728,1591,0
11067,-34.636141,-58.945536,350,0
2985,-33.2419,-62.39833,16,0
8294,-28.192697,-65.100155,940,0
6874,-28.63867,-65.11474,948,0
925,-26.82253,-65.17799,768,0
773,-24.44284,-65.17043,760,0
3452,-34.78957,-58.27835,8,0
7095,-34.51728,-58.748668,188,0
3527,-31.89881,-61.84654,1015,0
3397,-31.644152,-60.718383,1168,0
3531,-32.19569,-61.70029,790,0
3510,-31.89589,-61.86225,828,0
3393,-31.643876,-60.703682,1162,0
9815,-35.531806,-58.008532,686,0
9106,-31.408915,-64.47904,540,0
7116,-31.638164,-60.69216,514,0
4655,-34.69702,-58.62699,745,0
1964,-34.186,-61.53044,733,0
6000,-35.98118,-62.7267,308,0
6002,-35.838561,-61.874704,780,0
4729,-33.699221,-61.613963,392,0
4469,-45.86476,-67.47965,696,0
2458,-32.37266,-58.87553,739,0
2782,-24.795615,-65.396876,1358,0
822,-33.00285,-60.63627,759,0
11018,-36.955284,-60.254399,138,0
8470,-36.878316,-60.303287,558,0
1746,-33.2981,-66.34766,829,0
7792,-33.182919,-66.311491,822,0
4117,-37.99003,-57.58519,853,0
3991,-34.5842082391458,-58.5714302037048,680,0
7506,-42.50682,-71.43267,694,0
9549,-31.3419,-64.20751,20,0
148,-31.53305,-68.54669,842,0
9800,-31.411913,-64.158891,364,0
2722,-34.58444,-58.43386,1024,0
2055,-31.773877,-63.804021,860,0
5445,-32.039467,-63.571717,594,0
3486,-38.16427,-58.78433,734,0
8201,-32.00774,-58.29171,496,0
8290,-32.65196,-62.30505,94,0
6859,-37.83807,-58.244806,1174,0
6860,-37.818854,-58.220747,106,0
4024,-27.28957,-60.71373,737,0
2669,-31.648781,-68.283609,743,0
1912,-31.32395,-64.26948,729,0
4049,-31.300502,-64.465189,2,0
4724,-29.718613,-57.087851,8,0
2711,-32.93809,-68.84043,670,0
2762,-38.73474,-62.26078,747,0
1717,-34.768755,-58.438332,1384,0
9788,-27.480993,-58.799508,476,0
5327,-37.99118,-61.34189,786,0
10795,-37.98197,-61.35347,340,0
936,-40.73103,-64.94928,408,0
4848,-33.07529,-60.57769,387,0
10087,-32.960469,-60.684805,96,0
10086,-33.00358,-60.66167,429,0
2751,-34.71028,-58.30889,1203,0
3705,-33.344301,-60.210359,1092,0
2563,-33.00358,-60.66167,799,0
2575,-32.960469,-60.684805,52,0
10682,-38.01948,-57.57122,632,0
8746,-33.30013,-66.33082,583,0
3988,-27.93698,-63.43471,552,0
3992,-27.65603,-62.41118,741,0
6854,-28.460506,-65.775399,866,0
8019,-28.485117,-65.778013,824,0
1633,-34.792446,-58.414598,640,0
11372,-37.872525,-67.792113,132,0
9002,-34.610616,-58.410126,1004,0
11346,-34.587167,-60.947122,56,0
11371,-38.942813,-68.009136,144,0
11370,-36.26222,-57.70861,134,0
11129,-34.61105,-60.95844,310,0
11373,-37.66158,-67.75026,126,0
7208,-34.67205,-58.39481,899,0
2754,-54.79041,-68.22594,722,0
8142,-32.48701,-58.30047,984,0
8401,-34.733427,-58.279483,1001,0
7465,-34.781263,-58.457788,932,0
2518,-33.8949,-60.56716,735,0
5926,-34.06539,-60.09531,731,0
8716,-33.91375,-60.575412,739,0
5927,-34.07064,-60.09531,731,0
5743,-33.89244,-60.57375,202,0
6692,-33.89607,-60.55172,328,0
9365,-27.470998,-58.812835,468,0
10203,-27.447,-58.9763,700,0
4099,-27.482718,-58.93689,844,0
4102,-27.482718,-58.93689,182,0
8758,-31.808304,-59.028546,185,0
3375,-32.86138,-61.15872,749,0
9540,-34.479862,-58.622925,360,0
4707,-34.591919,-58.426945,780,0
1131,-34.61583,-58.44207,767,0
11079,-32.59127,-69.34853,80,0
10145,-32.59484,-69.371428,368,0
720,-31.45352,-58.13372,747,0
5147,-32.77304,-60.729785,756,0
10372,-34.545401,-59.122565,4,0
6444,-38.71116,-62.50134,645,0
7275,-35.10823,-58.73574,727,0
7134,-39.51424,-62.67488,1236,0
4608,-34.63773,-58.56464,855,0
303,-34.56414,-58.57438,865,0
9522,-39.915949,-62.615511,794,0
9582,-40.18497,-62.62018,720,0
2216,-34.62229,-58.40046,84,0
1368,-34.63119,-58.4529,363,0
7995,-23.39492,-64.42724,751,0
4383,-22.74314,-63.81824,755,0
4376,-23.30956,-64.2209,808,0
4378,-23.19622,-64.08948,755,0
4380,-23.019875,-63.908667,96,0
10981,-40.7145464655919,-65.0059249385652,96,0
1201,-40.71141,-65.00407,674,0
8300,-34.353733,-58.795707,976,0
10813,-34.440106,-58.782852,326,0
11093,-34.43219,-58.756124,330,0
9484,-34.35074,-58.798202,826,0
10722,-38.708221,-62.185851,322,0
3483,-32.02582,-60.30397,739,0
11019,-32.335696,-60.018906,189,0
10842,-31.80419,-59.93917,88,0
10359,-32.0693099667454,-60.6402973743438,451,0
11097,-31.984925,-60.585763,116,0
11086,-31.8040279195078,-59.9276449614228,118,0
11099,-31.4779355409049,-59.5888143000166,78,0
8801,-32.07875,-60.59508,748,0
10774,-31.975916,-60.587474,285,0
7306,-26.82082,-65.25294,212,0
4402,-26.71573,-64.9934,483,0
2737,-34.539946,-58.474667,130,0
7683,-32.53805,-62.98041,737,0
8363,-27.36873,-54.75216,1008,0
8052,-34.687999,-58.565674,889,0
8723,-33.0863,-64.28411,162,0
10245,-33.092181,-64.322509,384,0
6624,-33.09216,-64.35387,954,0
10239,-37.85561,-58.26614,84,0
3752,-37.85561,-58.26614,1617,0
4067,-37.83866,-58.24556,120,0
3755,-37.83866,-58.24556,1620,0
270,-32.99506,-60.67384,909,0
555,-33.088413,-60.700273,1374,0
5847,-34.183831,-61.523024,2,0
6740,-24.89919,-65.48591,614,0
1561,-37.94509,-57.58269,768,0
4438,-31.299731,-64.286947,68,0
4447,-32.811022,-61.391425,70,0
8821,-34.372799,-59.127283,1055,0
6143,-27.76451,-64.28732,1083,0
1722,-34.70206,-58.383854,976,0
4995,-32.07603,-60.46218,731,0
7982,-38.947275,-68.100533,597,0
9572,-38.912813,-68.138079,400,0
8082,-39.090274,-67.088504,594,0
6172,-38.950873,-68.074734,614,0
8822,-38.957295,-68.227399,25,0
10595,-38.957295,-68.227399,192,0
10102,-38.962267,-68.078948,216,0
7984,-38.959883,-68.066543,614,0
6727,-39.030734,-67.564417,594,0
4213,-38.828466,-68.131639,611,0
8721,-38.342756,-68.803997,594,0
6906,-33.11705,-64.35187,1215,0
3908,-24.79548,-65.40486,916,0
8733,-35.15188333,-70.07485,50,0
649,-35.47469,-69.58558,712,0
9016,-31.181015,-60.14758,708,0
6641,-31.19946,-60.16025,32,0
9490,-31.631504,-63.873263,584,0
540,-31.65232,-63.8568,829,0
2777,-31.64979,-63.90332,799,0
7765,-31.25932,-64.07198,200,0
1801,-34.65502,-58.54956,741,0
4604,-33.487039,-60.008901,923,0
4851,-38.28054,-59.20523,470,0
7362,-32.892182,-68.828532,6,0
7204,-37.68773,-63.16194,74,0
6237,-38.26034,-57.839583,99,0
2295,-43.30806,-65.10444,929,0
10142,-34.84328,-64.58473,8,0
9428,-27.06403,-65.399233,1036,0
322,-29.7894721650598,-58.0521062874459,636,0
8114,-27.06573,-65.40258,54,0
785,-26.180148,-58.176026,780,0
2665,-33.577452,-69.02902,727,0
2120,-51.61693,-69.22559,56,0
3914,-32.47439,-61.58804,733,0
173,-34.73875,-58.56426,856,0
174,-34.75821,-58.60953,853,0
6771,-34.491605,-58.52334,1056,0
1124,-34.75197,-58.58767,743,0
1851,-34.53773,-58.79611,741,0
2961,-32.99125,-60.673,2563,0
721,-32.921,-60.8124,2628,0
3662,-36.80959,-62.24852,94,0
5585,-35.006835,-59.269736,908,0
140,-33.33944,-60.21764,884,0
7785,-24.73527,-65.48786,588,0
1817,-32.925688,-68.836621,98,0
7451,-38.558854,-58.733264,1461,0
8109,-38.55054,-58.73482,1605,0
4366,-27.46328,-58.987558,1939,0
4992,-27.48325,-58.94999,414,0
3744,-34.3754,-58.81554,887,0
8135,-29.15988,-59.65892,733,0
6280,-32.70818,-62.10875,737,0
3031,-31.39234,-64.23259,38,0
10745,-41.336077,-69.539253,460,0
4988,-31.430511,-64.213087,654,0
8295,-43.28256,-65.26385,546,0
10105,-32.652213,-62.299369,54,0
5103,-32.652213,-62.299369,430,0
11040,-38.94338,-68.237825,116,0
1260,-38.96902,-68.06524,904,0
1261,-39.93315,-71.06849,1032,0
1258,-38.954909,-68.117659,753,0
282,-34.597735,-58.484293,3,0
6073,-32.039376,-61.783955,2,0
1436,-34.91793,-59.98173,920,0
5059,-34.504156146,-58.739211541,34,0
6921,-24.23326,-65.27495,692,0
448,-30.75673,-58.02032,82,0
6887,-34.45479,-59.43863,298,0
8730,-33.12238,-64.35673,824,0
5697,-30.03907,-66.87796,747,0
9544,-35.053321,-64.253361,550,0
4015,-34.533074,-58.502967,1235,0
3717,-26.823127,-65.21705,1194,0
4450,-33.444598,-67.531852,126,0
6195,-38.942813,-68.009136,1038,0
6504,-38.830592,-68.075007,4,0
5034,-27.35252,-65.58411,1032,0
10597,-37.378831,-63.773504,202,0
8160,-39.043211,-67.578501,52,0
8155,-39.092355,-67.088155,208,0
8153,-38.92803,-67.990329,84,0
8156,-39.026899,-67.563209,106,0
8154,-39.093892,-67.082803,492,0
4181,-34.92013,-59.98665,760,0
10440,-30.248958,-57.645173,284,0
10434,-28.54887,-56.04374,288,0
8107,-29.71371,-57.21458,448,0
4807,-38.259598,-57.841448,1040,0
9342,-36.891096,-60.287261,72,0
9145,-36.369093,-60.009371,812,0
4750,-28.058187,-56.014213,317,0
966,-34.79193,-58.3579,829,0
8165,-34.589276,-58.507419,707,0
2019,-27.46597,-58.96938,548,0
7035,-33.28599,-68.04881,94,0
9356,-31.44041,-60.93802,998,0
10148,-33.84809,-65.172847,146,0
8557,-33.022644,-58.534858,735,0
7604,-34.88904,-57.95564,817,0
4737,-24.828776,-65.430137,20,0
5471,-37.310903,-59.114,1316,0
11008,-32.6588462558189,-62.1236627443825,448,0
10289,-31.651071,-64.407949,858,0
9960,-31.79178,-64.50924,1007,0
5286,-26.197488,-58.213826,262,0
8688,-41.599955,-65.355309,744,0
5109,-27.616756,-55.31992,1048,0
3898,-33.35882,-60.18864,1078,0
8463,-27.505119,-58.774082,1213,0
8659,-29.13459,-59.25464,746,0
2647,-32.34555,-65.01599,743,0
6391,-34.93787,-57.9734,719,0
7161,-24.227965,-64.863643,680,0
7335,-36.02618,-59.08436,2,0
3887,-24.21774,-65.27818,1126,0
9658,-31.392648,-64.150294,388,0
8448,-29.394233,-66.847258,214,0
8177,-29.42619,-66.84979,214,0
10363,-29.408983,-66.820684,14,0
9480,-29.439401,-66.859476,30,0
8152,-29.414528,-66.853694,214,0
9359,-29.314364,-67.023922,94,0
4464,-34.9289,-57.99991,152,0
105,-33.08114,-64.33998,427,0
7956,-27.57503,-65.61408,4,0
7983,-31.670759,-60.782572,914,0
10967,-31.57865,-60.93658,340,0
8242,-34.551548,-59.122482,1239,0
7883,-31.022237,-61.458058,48,0
1800,-32.698188,-62.103297,737,0
9095,-38.69763,-62.430832,778,0
2968,-24.37783,-65.12259,1192,0
5299,-24.37783,-65.12259,80,0
7377,-34.675555,-58.329851,826,0
1006,-45.88234,-67.5405,973,0
4303,-34.67131,-58.530881,1347,0
5293,-45.04324,-70.82632,66,0
8548,-40.10949,-64.45165,608,0
126,-40.13641,-71.28796,747,0
10823,-35.97915,-62.72879,228,0
7761,-36.34246,-62.67673,586,0
7532,-34.945154,-57.99272,296,0
4830,-27.470001,-58.821734,967,0
10923,-34.81184,-58.39999,368,0
221,-31.945022,-65.186309,424,0
1168,-25.670346,-54.043354,370,0
390,-34.6433,-58.62566,1266,0
2740,-34.56433,-58.47957,707,0
6045,-46.4449,-67.52499,80,0
1729,-34.579246,-58.528106,2,0
2161,-34.803653,-58.440986,54,0
10505,-36.847024,-59.898136,286,0
7196,-30.63808,-66.26904,8,0
8891,-30.63808,-66.26904,739,0
825,-34.65685,-58.42304,1190,0
2712,-31.702038,-62.47989,729,0
2321,-29.41959,-66.86159,739,0
3459,-31.44735,-60.93012,753,0
3592,-31.40245,-61.08479,174,0
5266,-34.40444,-59.828807,866,0
7289,-34.05957,-60.09632,820,0
2515,-26.40971,-61.41899,92,0
9865,-34.6599202878743,-58.607572682209,84,0
9335,-34.484884,-58.613523,604,0
9866,-34.662192,-58.59638,835,0
9867,-34.663332,-58.37682,699,0
9859,-34.447065,-58.562084,590,0
10059,-38.944209,-68.19715,366,0
5961,-37.38698,-68.92328,714,0
719,-34.68731,-58.68563,757,0
10533,-37.918094,-57.737011,150,0
2403,-32.870218,-68.843765,124,0
9354,-34.52658,-58.5732,670,0
4882,-22.1154,-65.59802,747,0
3214,-34.69806,-58.3253,722,0
10047,-26.860121,-65.211543,420,0
1923,-31.89647,-61.85674,733,0
5243,-31.61853,-60.69799,80,0
7412,-31.644899,-60.689684,22,0
5245,-31.63605,-60.702012,78,0
7041,-34.602223,-58.724553,777,0
10291,-34.49751,-58.49742,528,0
10098,-32.73765,-61.81791,170,0
687,-32.92602,-62.44737,1064,0
8464,-32.905804,-60.908513,1474,0
7854,-34.670717,-58.594739,676,0
7811,-29.71775,-57.10654,50,0
2716,-32.6283,-62.68496,106,0
8701,-33.347087,-60.207165,512,0
7895,-34.66054,-58.60785,848,0
4555,-34.509253,-58.539497,922,0
4554,-34.513066,-58.530983,870,0
1320,-33.19,-60.46826,737,0
1209,-33.2514,-60.30689,1112,0
4422,-35.16631,-59.05199,1064,0
10211,-32.909198,-68.838428,552,0
834,-34.6978,-58.75179,839,0
10369,-37.471871,-61.949929,546,0
1737,-28.45948,-65.75496,1258,0
8145,-27.349846,-65.591978,84,0
10776,-27.349846,-65.591978,46,0
10763,-27.256306,-65.360465,28,0
8662,-27.26239,-65.548335,92,0
10775,-27.12508,-65.46781,44,0
4904,-28.62748,-65.12395,983,0
9390,-28.638968,-65.130781,92,0
8547,-34.887544,-57.869112,556,0
605,-34.748292,-58.580669,272,0
6106,-35.444251,-60.887247,72,0
10559,-36.157086,-63.849408,464,0
8161,-36.15459,-63.85298,625,0
247,-34.685575,-58.763434,1028,0
5021,-31.66691,-60.7647,667,0
7060,-31.430751,-62.087686,729,0
10422,-33.90643,-61.10859,90,0
7931,-34.466195,-58.55521,874,0
1754,-34.8356,-58.40183,948,0
4253,-23.58625,-64.51067,751,0
8722,-34.454148,-58.733107,958,0
617,-34.75499,-58.400894,5,0
8737,-34.60197,-59.17616,775,0
8771,-33.116304,-58.650293,2070,0
4095,-37.981505,-57.565994,1096,0
5354,-34.473661,-58.659844,978,0
1797,-34.69536,-58.370235,977,0
4652,-34.71207,-58.59002,745,0
726,-31.55513,-61.07547,898,0
7978,-31.5164,-60.68135,32,0
5027,-35.65136,-60.71102,670,0
4132,-24.22983,-64.88068,767,0
5718,-28.305392,-64.187956,858,0
1560,-41.967904,-71.535157,616,0
1397,-32.43448,-63.727842,1002,0
1398,-32.4341,-63.18388,1041,0
2668,-34.75196,-58.22678,739,0
8914,-32.26178,-61.90288,394,0
7102,-27.03734,-55.22739,1169,0
2214,-27.26741,-55.53936,1150,0
1573,-32.862653,-68.822058,305,0
5428,-32.862653,-68.822058,125,0
2137,-34.569831,-58.590785,788,0
3130,-34.57878,-58.55157,175,0
6483,-34.888057,-58.389851,840,0
1062,-34.77145,-58.405093,802,0
8482,-31.870128,-60.011961,1291,0
7892,-34.627127,-68.296758,414,0
8009,-24.531722,-65.076862,46,0
8188,-34.898552,-57.938375,913,0
4148,-31.382706,-64.198632,852,0
125,-34.65159,-68.38028,715,0
10780,-31.2171521891288,-64.2755651018092,8,0
5045,-31.031646,-64.504649,234,0
9203,-31.36992,-64.511819,176,0
8183,-33.384808,-61.71145,733,0
2952,-26.16806,-58.182104,922,0
674,-34.62833,-68.358315,940,0
2864,-37.13993,-56.91111,933,0
4371,-33.23948,-60.83413,632,0
4536,-33.24344,-60.83609,238,0
4532,-33.24652,-60.76466,506,0
5064,-34.64497,-58.425654,4,0
4214,-31.78122,-63.7982,56,0
11022,-31.43233,-64.23708,218,0
11023,-31.43264,-64.24875,230,0
6713,-34.94571,-57.942774,404,0
9454,-27.038045,-65.378654,588,0
9846,-32.747483,-60.75587,452,0
9719,-34.39271,-58.663366,1241,0
9893,-34.45721,-58.62828,1171,0
10556,-33.196926,-63.861364,332,0
1148,-33.14795,-59.30372,4,0
1379,-33.13228,-59.3146,753,0
3993,-26.18236,-58.16996,1145,0
2918,-34.648937,-58.376747,90,0
2222,-31.38589,-64.15984,783,0
2219,-31.37682,-64.12626,789,0
2225,-31.41061,-64.17279,799,0
10794,-40.812409,-62.990975,766,0
11026,-34.642033,-58.36878,42,0
1438,-33.77104,-60.10025,733,0
1307,-32.20088,-64.40304,741,0
1987,-32.22308,-64.393242,6,0
1578,-34.76332,-58.29183,741,0
4420,-35.18193,-59.091927,1147,0
7958,-31.432944,-62.085576,729,0
10958,-31.427823,-62.096764,128,0
8081,-30.56119,-64.00381,729,0
8942,-35.38004,-64.47261,726,0
9889,-29.163336,-67.509159,470,0
2080,-29.17527,-67.49343,262,0
6496,-30.35373,-63.94053,729,0
10398,-31.39138,-64.083771,350,0
2079,-29.16433,-67.49591,695,0
7975,-30.97845,-64.0937,445,0
1323,-25.75303,-64.94535,745,0
1373,-24.73717,-65.02818,763,0
8709,-30.43736,-64.330277,805,0
1370,-30.21729,-64.489,729,0
2073,-30.70661,-64.05513,729,0
11332,-30.35373,-63.94053,4,0
10621,-31.025424,-64.115733,110,0
1365,-25.11627,-64.1317,837,0
4270,-25.46738,-65.56285,232,0
4702,-27.722331,-64.217641,545,0
154,-38.9829,-64.1113,722,0
8469,-31.42856,-64.20951,23,0
7018,-25.94809,-60.62244,162,0
2770,-34.143846,-63.401295,32,0
2643,-27.73652,-64.23453,1288,0
2645,-27.7464,-64.19939,1362,0
1774,-33.081435,-68.482789,88,0
1816,-32.893602,-68.794411,122,0
1427,-33.50103,-65.78793,741,0
4045,-33.09533,-60.70049,928,0
3627,-34.80411,-62.19248,244,0
1404,-32.95871,-68.78985,695,0
7020,-31.417006,-62.081902,1766,0
2606,-33.10843,-64.33933,236,0
10418,-40.685566,-66.163644,296,0
5172,-34.647998,-58.719906,1199,0
7358,-24.78402,-65.40272,202,0
10284,-36.38981,-56.73669,314,0
8665,-36.30069,-57.66516,453,0
10642,-33.50661,-60.1393,298,0
8740,-27.437049,-58.970487,728,0
8364,-29.172564,-67.494566,224,0
10254,-29.17527,-67.49343,8,0
10701,-34.677245,-58.366144,32,0
7253,-34.794907,-58.461768,464,0
3230,-34.850743,-58.088587,1040,0
272,-33.89387,-61.09924,731,0
3225,-34.63463,-58.60828,727,0
107,-26.9247,-60.04693,737,0
639,-27.00752,-59.85003,745,0
3411,-34.76625,-58.4235,86,0
3157,-34.555781,-58.552008,901,0
8418,-27.47817,-58.82004,727,0
2508,-32.76117,-64.33801,218,0
8283,-31.729405,-60.473163,737,0
2865,-46.53992,-68.93067,585,0
383,-32.96758,-60.71009,1377,0
1402,-25.28719,-57.7234,1398,0
2037,-34.6439,-58.39938,707,0
9152,-33.00047,-58.52143,809,0
11221,-33.01463,-58.5213,64,0
2651,-32.629586,-58.701579,862,0
7844,-32.314676,-59.141558,844,0
8712,-31.843692,-59.026907,864,0
10414,-27.58526,-66.305002,300,0
264,-30.9209451867427,-62.676343757077,44,0
1283,-32.919601,-60.713427,126,0
4147,-24.746179,-65.411645,829,0
4038,-31.386226,-64.123528,1522,0
9564,-33.15986,-64.36792,496,0
145,-33.12088,-64.35804,931,0
8731,-31.479005,-68.520333,739,0
6974,-27.5404,-64.80331,837,0
9577,-30.97845,-64.0937,547,0
3797,-24.98427,-65.57523,805,0
8267,-32.90315,-68.80253,660,0
1354,-34.92151,-57.99066,727,0
3281,-30.97566,-61.74182,725,0
919,-32.96268,-68.75592,701,0
8022,-34.331103,-58.83197,841,0
2526,-36.0541,-63.56691,512,0
10888,-36.0541,-63.56691,580,0
6993,-34.810316,-58.25993,182,0
6742,-34.755156,-58.232155,200,0
10889,-34.692806,-58.305109,44,0
6345,-34.692806,-58.305109,110,0
6346,-34.828501,-58.219801,176,0
7251,-25.74103,-59.10122,178,0
8190,-34.44163333,-58.85714167,869,0
6984,-34.545227,-58.548679,870,0
9049,-31.23457,-59.984188,592,0
1688,-31.17882,-59.73233,572,0
7571,-26.828218,-65.217783,40,0
2482,-33.57381,-69.016147,1012,0
2891,-31.39764,-64.23474,777,0
6003,-34.999977,-61.025762,526,0
10104,-26.32268,-59.366306,8,0
9759,-26.20472,-59.074711,6,0
8328,-34.16523,-58.95959,1040,0
6216,-31.44116,-64.34604,24,0
1634,-30.79614,-60.59402,630,0
1641,-31.282443,-60.75919,632,0
1636,-30.787002,-60.599674,632,0
3416,-32.17473,-60.19479,1212,0
3421,-32.17375,-60.19792,806,0
4171,-32.16667,-60.1772,986,0
4176,-31.745325,-60.515043,956,0
6431,-32.07453,-60.62411,1112,0
8717,-32.905376,-60.726554,978,0
7130,-30.9621,-58.80698,972,0
2747,-32.01645,-60.29913,1120,0
7382,-31.25183,-59.7676,976,0
8565,-31.88017,-59.980414,1106,0
4175,-32.4217,-60.31385,986,0
6783,-38.7219376180384,-60.4517006428528,1042,0
7542,-31.366,-64.14794,98,0
8958,-31.39234,-64.23259,188,0
7122,-34.771911,-58.827125,662,0
10062,-34.771911,-58.827125,2,0
9620,-35.004288,-59.262302,106,0
7344,-34.916743,-58.953221,655,0
7045,-31.90556,-63.68941,819,0
3382,-24.94204,-59.02703,745,0
3464,-26.11513,-58.22837,1382,0
3386,-25.55839,-59.32833,745,0
7762,-34.59467,-58.52057,698,0
3176,-24.234166,-64.864538,716,0
3186,-24.273466,-64.70814,552,0
3360,-36.26825,-63.15941,340,0
3352,-36.27599,-63.15166,744,0
5014,-29.468259,-60.197965,220,0
5019,-29.217422,-61.744548,846,0
4906,-29.49896,-59.76348,684,0
8936,-34.582036,-58.540256,391,0
2333,-31.87128,-60.00965,739,0
278,-30.384103,-58.760371,745,0
1786,-32.455533,-64.385193,138,0
1538,-32.37685,-64.35769,56,0
1524,-32.45532,-64.38556,737,0
9587,-32.37685,-64.35769,523,0
9402,-32.897889,-60.684318,645,0
7319,-30.695383,-61.049051,208,0
8666,-34.00258,-61.90876,8,0
7369,-33.10523,-64.33678,371,0
8252,-33.1521,-64.35953,741,0
9020,-33.138545,-64.376267,712,0
7370,-33.11445,-64.33123,741,0
9346,-34.465206,-58.626254,816,0
6762,-31.395329,-64.168211,740,0
3525,-34.602331,-58.416364,52,0
916,-31.72005,-60.28615,737,0
4718,-25.81399,-64.96246,18,0
5794,-38.370686,-60.283377,416,0
3834,-31.68512,-63.87617,1416,0
1802,-34.712042,-58.425643,1001,0
4529,-34.600815,-58.56877,838,0
10875,-34.53296,-58.70146,284,0
8141,-34.86052,-57.91235,727,0
9057,-31.571063,-68.559812,672,0
2973,-31.552025,-68.515219,18,0
6836,-31.5544,-68.54692,896,0
3710,-34.14833,-63.36528,978,0
5040,-36.7802,-59.85595,742,0
8060,-36.77681,-59.86374,734,0
6575,-31.422569,-63.046496,1061,0
3913,-34.68708,-58.35821,751,0
7780,-33.44181,-62.07914,24,0
8870,-31.11672,-64.48457,662,0
381,-34.35627,-58.79687,855,0
429,-28.98675,-63.43565,748,0
9486,-32.747308,-60.748608,570,0
4427,-34.618152,-58.91114,906,0
5166,-32.77341,-61.60659,170,0
1485,-35.38004,-64.47261,22,0
9566,-26.332962,-60.414191,472,0
8343,-25.94718,-60.598612,672,0
9055,-32.399697,-63.255558,32,0
2618,-32.402579,-63.253186,784,0
2442,-32.410934,-63.245279,683,0
10242,-27.762027,-64.327041,128,0
8306,-32.98578,-68.79119,734,0
5981,-32.979615,-68.796429,510,0
2087,-32.965981,-68.791341,112,0
3148,-33.46481,-61.48672,733,0
3152,-33.60159,-61.60611,258,0
8541,-29.88344,-61.94435,745,0
8479,-29.76083,-62.05745,765,0
11240,-30.364339,-61.910424,24,0
621,-34.633075,-58.415942,114,0
1356,-47.750664,-65.903087,1352,0
2862,-31.41504,-64.21679,1132,0
4065,-26.20104,-64.239639,860,0
3647,-43.49655,-70.80749,706,0
1288,-54.808254,-68.308038,722,0
2405,-28.47002,-65.79682,739,0
4915,-41.33033,-69.54959,722,0
2693,-32.930724,-68.858729,26,0
7307,-27.74589,-64.25998,1240,0
249,-27.736796,-64.242975,98,0
9823,-24.441014,-65.160165,52,0
6498,-37.366359,-64.600339,789,0
6268,-37.36621,-64.59834,1288,0
4937,-33.06829,-61.18519,30,0
382,-34.62606,-58.50969,707,0
10957,-32.6879,-62.10061,390,0
10676,-36.243055,-57.71498,416,0
3368,-34.805439,-58.440598,882,0
6569,-42.76673,-65.04685,824,0
6891,-34.817409,-58.462503,808,0
363,-34.850193,-58.504845,928,0
9349,-33.099372,-68.478646,837,0
11035,-31.581573,-68.427155,167,0
1029,-34.58885,-58.52127,841,0
2474,-35.645697,-59.769208,716,0
6928,-35.62613,-59.77748,233,0
2217,-34.638671,-58.543741,712,0
8493,-34.756616,-58.395822,116,0
2231,-30.77868,-60.59124,725,0
1389,-30.798635,-60.597287,844,0
2803,-24.893862,-65.482212,1160,0
6711,-24.892014,-65.481491,78,0
9838,-33.92954,-64.40488,358,0
7733,-31.163172,-62.100283,790,0
9849,-33.10843,-64.33933,150,0
9705,-32.410567,-63.224738,272,0
10200,-33.133868,-64.248854,248,0
11194,-27.732214,-64.237367,290,0
10688,-26.7891,-60.44225,555,0
159,-26.7891,-60.44225,991,0
