idempresa,olat,olon,n_obs,sd_km
7779,-26.79853,-60.41362,594,0
2504,-31.40687,-64.223618,1357,0
5955,-35.03315,-60.27728,384,0
6034,-34.503137,-58.764088,248,0
8389,-24.83862,-65.461798,94,0
5434,-34.161673,-59.783242,920,0
1386,-34.64703,-58.79632,741,0
4068,-36.46185,-62.85908,94,0
1814,-34.69214,-58.50053,741,0
1624,-34.72468,-58.33588,843,0
8274,-29.42726,-66.86027,100,0
3308,-29.403514,-66.844882,1676,0
9151,-29.410416,-66.832646,1636,0
3942,-37.958403,-57.567245,74,0
3342,-33.301476,-66.346793,620,0
9773,-32.92944,-68.75451,430,0
7799,-32.880258,-68.82671,721,0
6816,-32.87893,-68.82747,724,0
11069,-32.752747,-64.33942,204,0
4998,-32.760018,-64.338501,436,0
6871,-31.61611,-60.69769,1048,0
10707,-34.45436,-58.5118,150,0
1563,-38.04377,-57.57341,817,0
8239,-32.992108,-60.665752,1150,0
2599,-34.24487,-59.472529,660,0
2613,-34.37746,-59.82597,664,0
2609,-34.250417,-59.463066,432,0
2605,-34.244584,-59.463221,690,0
2623,-33.82482,-59.51784,764,0
1518,-31.3958,-64.1117,321,0
7383,-34.71081,-58.5,760,0
10947,-27.49487,-58.81718,372,0
11286,-27.390793,-58.594942,254,0
9880,-27.542009,-58.753875,728,0
6421,-34.648958,-59.410355,162,0
6835,-34.6432,-59.44007,162,0
9650,-34.848024,-58.09911,982,0
4055,-24.75764,-65.41182,967,0
4449,-32.907946,-68.86456,106,0
10447,-32.169674,-64.159533,298,0
2947,-31.25096,-61.49159,966,0
7140,-31.26107,-61.49344,966,0
2384,-32.81066,-61.39424,725,0
1752,-32.80802,-61.40573,326,0
7351,-43.22815,-65.29981,720,0
5253,-40.052771,-70.080911,424,0
7220,-32.9863,-62.01841,136,0
1552,-34.3404,-58.78409,857,0
8134,-30.716644,-61.470291,11,0
2213,-37.44873,-57.72961,879,0
4034,-24.235944,-64.87209,79,0
7103,-38.080143,-63.430838,736,0
1308,-32.91829,-68.74263,695,0
1554,-41.94606,-71.53633,722,0
1631,-35.91372,-64.30025,728,0
4259,-25.20376,-59.8501,757,0
4456,-24.75772,-59.48983,276,0
2224,-31.528475,-68.568622,24,0
5390,-34.742295,-58.693391,508,0
2653,-27.49292,-64.86657,422,0
7133,-34.6193,-58.6343,968,0
4771,-31.34265,-66.59814,748,0
9488,-27.49957,-58.825571,226,0
9028,-27.4851896,-58.839681,704,0
5211,-35.533799,-58.002905,16,0
4346,-24.2122,-65.28515,705,0
9851,-24.226563,-65.275602,482,0
7838,-34.464955,-58.568842,1591,0
4205,-33.10333,-61.33138,733,0
5662,-31.34452,-61.23894,170,0
7049,-36.099009,-57.808253,34,0
1439,-34.853613,-58.502675,958,0
10383,-34.534882,-58.509322,823,0
9548,-34.76625,-58.4235,166,0
7004,-24.769381,-65.441566,1349,0
9082,-31.40783,-64.20366,112,0
3873,-31.40783,-64.20366,24,0
9090,-31.429009,-64.210405,794,0
3053,-34.79714,-58.40899,1308,0
4234,-24.37729,-65.11815,747,0
4062,-34.65563,-58.6133,57,0
2020,-32.029047,-64.190382,662,0
1363,-34.61814,-58.54339,34,0
8948,-31.897554,-63.644001,442,0
4484,-32.28354,-63.3577,721,0
277,-32.95127,-60.66815,1009,0
2188,-33.03171,-63.669851,24,0
9971,-37.951021,-57.580887,866,0
1805,-34.68645,-58.39756,837,0
8413,-35.38862,-58.80912,174,0
9776,-34.809835,-58.491554,950,0
1941,-23.1291,-64.33266,755,0
1946,-23.13773,-64.32391,8,0
1950,-22.736804,-64.356998,4,0
7944,-34.649138,-58.373083,1263,0
2821,-34.96159,-57.98604,10,0
3380,-34.878657,-57.879361,160,0
4119,-35.506926,-58.356282,184,0
3937,-34.42237,-58.87382,813,0
2625,-36.40971,-63.42113,202,0
6542,-34.957586,-67.691569,140,0
6543,-34.957586,-67.691569,80,0
2574,-33.92954,-64.40488,156,0
2619,-35.850427,-62.29788,164,0
2658,-34.67256,-63.36987,170,0
1588,-34.96858,-67.72254,711,0
6464,-30.63808,-66.26904,24,0
9143,-43.270209,-65.307137,888,0
2117,-43.256762,-65.301808,700,0
8121,-22.59189,-63.8033,753,0
3650,-34.663147,-58.538452,434,0
102,-36.78817,-59.8347,248,0
8489,-38.71692,-62.26867,590,0
11453,-31.232495,-59.98607,26,0
11438,-34.736901,-58.277766,108,0
8454,-34.595645,-68.389817,56,0
10092,-28.509079,-65.784583,350,0
3601,-31.425334,-64.170018,138,0
6349,-26.80958,-65.24794,132,0
6576,-23.20827,-64.09391,394,0
6513,-24.84085,-65.4331,888,0
8031,-23.944283,-64.799766,800,0
9902,-24.47932,-65.04057,410,0
3888,-26.8165,-65.27393,708,0
6963,-34.806615,-58.339849,914,0
5933,-34.798085,-58.425653,814,0
9362,-37.16486,-63.418134,18,0
10175,-36.238503,-66.932057,322,0
9739,-36.674245,-64.371851,796,0
8027,-33.059688,-68.539917,707,0
514,-32.96232,-69.19568,686,0
6456,-32.120707,-64.749609,5,0
5569,-34.49495,-58.76077,1084,0
9489,-31.618898,-60.705173,604,0
8854,-31.16498,-62.10068,664,0
5864,-34.23207,-61.10298,731,0
7497,-31.400237,-64.197139,233,0
1543,-32.868837,-68.854329,381,0
1854,-34.60582,-58.47502,116,0
1826,-34.67345,-58.47647,807,0
1052,-34.67305,-58.47792,805,0
10264,-34.67305,-58.47792,66,0
730,-33.93845,-69.08012,2,0
9652,-27.35071,-65.59343,510,0
7676,-32.758765,-68.394141,121,0
4927,-28.509984,-59.025838,732,0
6820,-34.562909,-58.47683,95,0
10906,-34.60393,-58.40905,86,0
7225,-38.378653,-60.277566,132,0
3011,-32.66411,-63.24492,729,0
4713,-26.844447,-65.200301,136,0
4140,-34.947913,-58.046092,489,0
7476,-34.72022,-58.570912,64,0
2328,-33.46125,-62.43959,737,0
2329,-33.48016,-62.3342,496,0
1703,-34.60751,-58.59372,751,0
1233,-27.66365,-65.24091,663,0
8915,-31.53489,-68.466462,722,0
2784,-33.07786,-68.48893,302,0
9332,-31.9184840317176,-63.6783569284943,608,0
1951,-31.67025,-63.88959,849,0
500,-33.80805,-61.32343,733,0
494,-33.65869,-61.45637,733,0
6560,-31.425501,-64.151109,1205,0
1113,-31.369866,-64.183586,1080,0
9676,-36.86633,-60.16698,8,0
2509,-34.69429,-58.57363,1400,0
2724,-48.1241,-67.64405,706,0
9789,-32.476087,-61.278572,208,0
9206,-31.393642,-64.211468,110,0
631,-32.587092,-61.172779,192,0
7209,-32.89659,-68.80982,892,0
2567,-45.85136,-67.47716,704,0
10066,-38.942179,-68.112445,334,0
1359,-38.94741,-68.04549,738,0
1360,-38.950339,-68.10064,738,0
9552,-38.911302,-68.144576,524,0
8191,-38.93223,-69.17173,722,0
1362,-38.955,-68.10624,738,0
10258,-31.287243,-64.293907,1106,0
10257,-31.464938,-64.426632,1118,0
10519,-31.313478,-64.288415,1146,0
6364,-34.95403,-67.69368,531,0
5675,-34.555804,-59.116318,142,0
6433,-38.718778,-62.297998,10,0
3921,-34.68224,-58.34318,751,0
2917,-34.666926,-59.44011,978,0
8331,-34.78436,-58.31392,741,0
8215,-34.761311,-58.27797,1018,0
6551,-35.19964,-59.09646,743,0
6855,-37.148276,-58.516319,147,0
6599,-31.45857,-64.10946,1384,0
4706,-31.380051,-64.147626,1396,0
6356,-31.379515,-64.148055,872,0
10609,-32.957065,-60.640697,61,0
10834,-32.9570581574464,-60.6409832903707,138,0
4264,-33.464575,-61.487442,128,0
6556,-34.60303,-58.44096,843,0
1799,-34.78488,-58.27874,449,0
10942,-31.42216,-64.18994,50,0
1249,-27.03889,-62.70885,749,0
483,-34.50259,-58.49553,1250,0
8020,-34.48871,-58.50065,1296,0
6105,-22.54182,-63.80293,766,0
2075,-28.5525,-66.81163,743,0
2064,-28.55974,-66.80446,743,0
5117,-31.80478,-59.16614,399,0
9654,-32.87405,-60.698902,388,0
2485,-34.904199,-57.97737,1240,0
9599,-33.019082,-60.88276,313,0
618,-34.60007,-58.46656,715,0
7200,-34.49314,-58.65676,845,0
7121,-24.78768,-65.42036,739,0
10727,-35.671595,-63.749916,84,0
3016,-35.671595,-63.749916,946,0
3538,-31.656087,-64.437966,882,0
4977,-35.81486,-61.89519,766,0
6409,-26.86644,-60.21504,737,0
8756,-31.808304,-59.028546,186,0
9580,-38.955045,-67.934618,512,0
7993,-35.85885,-62.06615,768,0
2054,-34.653138,-58.473356,746,0
2127,-37.95124,-57.58251,786,0
8986,-37.667358,-63.552239,645,0
9651,-34.60896,-58.46511,178,0
10361,-53.808584,-67.685041,440,0
2896,-53.77398,-67.72425,1329,0
6469,-33.664613,-63.637532,445,0
6470,-34.12666,-63.4014,462,0
7651,-33.057412,-68.546648,16,0
11118,-29.715417,-57.214972,302,0
8696,-29.08609,-56.56083,390,0
3112,-32.9306,-68.85006,824,0
8962,-32.933858,-68.849834,738,0
9338,-24.828776,-65.430137,738,0
5909,-24.81306,-65.42365,1064,0
9426,-27.349846,-65.591978,124,0
9427,-27.268545,-65.552252,124,0
2672,-34.596593,-58.464223,390,0
2631,-38.730479,-62.255489,114,0
4101,-37.980771,-57.582014,607,0
7191,-34.787043,-58.835403,952,0
2131,-34.63399,-58.6125,2,0
7436,-34.635024,-58.544826,872,0
3692,-32.940323,-60.723574,128,0
10174,-31.022237,-61.458058,26,0
6561,-27.48686,-58.80781,729,0
9702,-35.030647,-58.72476,512,0
7622,-34.819483,-58.276818,964,0
3357,-31.1373,-64.29673,673,0
6646,-31.1768,-64.30007,753,0
10259,-38.72496,-62.275,270,0
9161,-34.438996,-58.799765,1170,0
4506,-32.36653,-61.34996,739,0
4457,-28.19039,-65.10237,554,0
257,-33.559373,-62.875148,341,0
9537,-34.51889,-58.5143,507,0
11085,-31.421491,-64.207769,24,0
7129,-37.17206,-62.74465,499,0
7263,-32.87132,-60.69997,798,0
7411,-33.175712,-60.667424,334,0
6323,-34.584851,-58.537325,2,0
1395,-34.70615,-58.31967,1039,0
893,-34.68495,-58.30547,775,0
1133,-34.42717,-58.57424,817,0
1070,-34.5252,-58.47172,755,0
1104,-24.78026,-65.40299,749,0
1027,-34.44559,-58.87076,775,0
1108,-31.42452,-62.12753,741,0
4086,-31.55262,-68.49175,707,0
10131,-31.446393,-68.518975,36,0
6520,-27.39117,-55.89732,1391,0
6545,-27.3685,-55.89618,1390,0
7721,-32.921739,-60.674151,1208,0
7722,-32.951464,-60.671927,1045,0
7748,-33.009943,-60.676981,1222,0
10822,-39.008186,-68.424012,184,0
10738,-35.672544,-63.775506,104,0
10588,-35.33633,-64.120552,112,0
7374,-35.66441,-63.7575,384,0
10582,-36.15459,-63.85298,114,0
10103,-34.86838,-58.17968,644,0
10489,-36.393324,-57.694527,418,0
10046,-37.98836,-57.579649,474,0
9687,-37.98739,-57.582292,660,0
7880,-38.012246,-57.579651,848,0
10349,-38.088671,-57.545333,446,0
11227,-37.985764,-57.558507,100,0
1088,-34.57843,-58.52927,894,0
1077,-32.96368,-60.66689,763,0
6539,-32.90191,-68.86019,852,0
827,-34.68075,-58.45032,878,0
829,-36.79459,-59.84251,746,0
833,-34.71228,-58.27499,743,0
835,-34.60806,-58.44685,711,0
837,-32.26913,-58.23992,74,0
838,-45.8654,-67.49706,708,0
840,-31.36441,-64.23638,737,0
841,-34.50183,-58.64511,823,0
842,-32.48745,-58.25141,753,0
843,-34.59405,-60.9447,810,0
844,-38.38117,-60.27171,752,0
845,-34.75554,-58.40124,745,0
846,-32.89204,-68.83912,699,0
847,-34.6533,-58.63021,872,0
848,-36.90951,-60.31262,891,0
849,-34.61046,-58.41369,711,0
850,-32.95017,-60.65523,777,0
851,-31.72794,-60.53017,737,0
852,-40.04865,-70.07728,748,0
853,-34.45403,-58.90851,926,0
854,-38.88527,-62.08228,880,0
856,-29.14351,-59.65553,737,0
857,-27.45464,-58.98206,733,0
859,-31.42735,-64.17165,74,0
861,-31.54161,-68.51365,902,0
1123,-32.9037,-68.79444,864,0
7155,-26.81344,-65.29467,904,0
877,-38.00926,-57.54805,770,0
879,-31.74826,-60.50769,737,0
1136,-26.8336,-65.19337,900,0
883,-34.43996,-58.70625,956,0
882,-34.43964,-58.70571,767,0
1042,-32.65362,-60.82234,846,0
892,-34.68492,-58.30323,775,0
7308,-33.22699,-60.45886,743,0
8344,-32.638099,-62.245198,755,0
970,-32.03041,-60.99063,739,0
6182,-41.13265,-71.29829,732,0
6852,-34.58687,-58.37246,892,0
1137,-34.79277,-58.41428,802,0
6129,-26.81032,-65.2424,898,0
7720,-34.48164,-58.52753,909,0
7005,-37.24499,-56.97185,742,0
895,-34.55017,-58.46686,717,0
962,-34.54594,-58.47088,717,0
1503,-34.77354,-58.26792,970,0
7751,-34.46107,-58.52769,978,0
1130,-37.96546,-57.55294,913,0
1092,-34.59623,-58.42638,711,0
1497,-34.58485,-58.44468,711,0
6254,-31.37131,-64.23043,683,0
7386,-36.72085,-56.68982,899,0
1156,-34.57155,-58.50692,711,0
1159,-34.6085,-58.42903,896,0
1073,-34.64517,-58.48492,856,0
1128,-37.33173,-59.12652,945,0
1117,-34.6256,-68.33492,858,0
949,-34.61813,-58.53019,711,0
951,-34.57328,-58.69229,739,0
8119,-26.188126,-58.184211,733,0
1055,-34.69886,-58.39178,737,0
7561,-40.15461,-71.34293,750,0
988,-31.36394,-64.22602,737,0
1040,-34.49856,-58.48432,755,0
1145,-34.53086,-58.48022,892,0
1069,-26.82559,-65.23188,745,0
1068,-26.82505,-65.23168,745,0
1023,-34.64889,-58.68642,771,0
1109,-31.53604,-68.5145,739,0
6128,-31.3503,-64.25164,737,0
1099,-34.71472,-58.50775,751,0
1100,-34.7117,-58.5064,751,0
1505,-39.04304,-67.57906,732,0
863,-36.62118,-64.28967,734,0
6726,-32.99034,-60.64624,944,0
1102,-31.25759,-61.46482,926,0
1147,-31.41573,-64.49397,745,0
6367,-34.48686,-58.59114,917,0
6100,-32.92741,-68.73567,864,0
6413,-34.87522,-57.89605,898,0
7787,-38.72049,-62.25551,727,0
1087,-31.63544,-60.70268,741,0
1098,-31.25218,-61.49396,743,0
1065,-32.9063,-60.68838,934,0
963,-34.73624,-58.29475,908,0
953,-34.90691,-57.92711,747,0
1041,-34.9009,-57.96902,731,0
1105,-31.39505,-58.01638,751,0
1039,-34.48466,-58.61433,978,0
7719,-34.423148,-58.659174,833,0
1110,-33.29304,-66.33493,739,0
1025,-34.50534,-58.52572,903,0
1498,-34.5515,-58.43738,721,0
1140,-34.5239,-58.51176,888,0
1112,-33.35694,-60.19341,894,0
871,-31.29942,-64.28804,926,0
1024,-24.18291,-65.3069,763,0
874,-34.80085,-58.40806,755,0
862,-34.61425,-68.33647,719,0
986,-31.29497,-58.00603,751,0
6252,-34.66939,-58.38084,906,0
1090,-37.11009,-56.8705,826,0
1071,-34.58311,-58.4322,717,0
1026,-38.95967,-68.09026,748,0
6494,-34.94947,-57.94936,158,0
6439,-29.4145,-66.85227,743,0
1107,-34.44663,-58.54651,847,0
6253,-29.13705,-59.24453,749,0
991,-31.37099,-64.20616,904,0
940,-41.13475,-71.30973,732,0
6366,-34.63322,-58.79163,761,0
1146,-31.38621,-64.21846,731,0
1080,-38.73008,-62.25363,878,0
1848,-34.63503,-58.58628,731,0
1058,-32.93248,-68.79311,707,0
6412,-32.94298,-60.63895,994,0
1086,-29.72282,-57.11826,749,0
1161,-34.12133,-59.01412,906,0
1091,-27.44271,-55.87668,721,0
972,-32.66585,-58.44264,739,0
1157,-35.03745,-62.98867,752,0
955,-34.13488,-59.04729,904,0
1078,-34.4607,-58.63425,823,0
6179,-35.62447,-59.77806,1023,0
7152,-35.04167,-58.76205,751,0
999,-36.25744,-57.70929,764,0
865,-31.31649,-61.52125,737,0
1056,-36.02801,-59.08417,746,0
1134,-38.36091,-60.28756,1029,0
1075,-36.00135,-62.721,754,0
866,-36.01397,-62.75144,754,0
1149,-31.98675,-64.55373,934,0
1506,-37.03877,-62.38347,746,0
868,-32.59127,-69.34853,683,0
872,-34.58605,-58.98227,757,0
873,-34.58507,-58.98255,757,0
1152,-33.64284,-65.47184,737,0
1144,-33.75042,-61.97706,737,0
1499,-34.50864,-58.72854,755,0
1111,-34.53296,-58.70146,898,0
890,-34.4566,-58.72386,767,0
887,-34.45624,-58.72334,767,0
885,-34.19848,-58.93809,946,0
886,-34.19923,-58.93826,944,0
7580,-34.65749,-60.84512,810,0
8461,-33.412671,-67.117927,731,0
1094,-25.60448,-54.56256,733,0
947,-27.44068,-58.89462,737,0
996,-34.5131,-58.52238,761,0
994,-34.5131,-58.52105,761,0
1501,-32.94344,-60.64584,967,0
6493,-43.26341,-65.29137,722,0
869,-34.6449,-58.38923,711,0
935,-38.71989,-62.26875,878,0
1097,-42.7655,-65.03876,732,0
1459,-33.14139,-61.46588,48,0
1455,-33.245986,-61.364386,64,0
7067,-38.73431,-62.22092,508,0
8095,-31.391067,-64.143789,721,0
8373,-37.37485,-70.27371,724,0
10069,-35.678956,-63.792647,594,0
9171,-32.627522,-58.424228,696,0
689,-32.16181,-58.40154,759,0
1465,-32.20744,-58.21951,743,0
1467,-32.2212,-58.14638,743,0
10018,-32.233914,-58.157379,356,0
1592,-33.54186,-61.12553,733,0
7802,-32.94921,-68.85423,687,0
1345,-32.94171,-60.69341,759,0
5443,-34.372799,-59.127283,8,0
1177,-30.79154,-60.59728,733,0
1813,-26.29789,-59.36708,748,0
1736,-26.54256,-59.3289,764,0
5797,-26.18962,-59.35849,748,0
7647,-27.5939158834367,-65.6050748016097,342,0
7648,-28.049867,-65.497783,305,0
7674,-27.64311,-65.44447,194,0
2521,-34.63873,-58.50874,259,0
10808,-45.796039,-67.445131,208,0
3697,-45.89625,-67.54226,704,0
8171,-34.74281,-58.290223,826,0
8211,-34.732432,-58.280298,927,0
1486,-34.751199,-58.305895,912,0
3833,-34.83434,-58.38457,32,0
5822,-37.96296,-60.41319,8,0
8159,-31.33055,-63.62471,170,0
7609,-31.25922,-61.50737,1000,0
10070,-30.71724,-62.00342,8,0
8474,-30.888234,-62.986599,737,0
3805,-37.24601,-61.263834,152,0
2963,-34.609625,-68.348545,1230,0
2140,-31.01908,-62.06818,737,0
7496,-27.53418,-58.75928,741,0
7495,-27.48636,-58.77052,690,0
7494,-27.43703,-58.73507,664,0
3777,-36.22259,-64.27767,16,0
9399,-38.93749,-67.98633,570,0
2901,-31.010209,-62.674192,729,0
2897,-31.15126,-63.40799,729,0
7662,-31.810546,-62.5414755,1440,129.1
5321,-45.83693,-67.47601,704,0
5319,-46.4241,-67.5219,722,0
5320,-46.54515,-68.90998,742,0
8346,-46.546551,-67.603245,710,0
5315,-46.43779,-67.51861,722,0
5513,-34.638264,-68.370281,103,0
276,-34.63002,-58.68835,787,0
3086,-34.767032,-58.655015,616,0
6257,-33.92476,-64.3924,737,0
679,-39.376835,-62.650313,918,0
10095,-39.255404,-62.615339,522,0
678,-39.38967,-62.62986,918,0
4880,-26.879962,-60.225409,679,0
537,-33.359863,-69.146238,94,0
7074,-33.495126,-68.990738,25,0
8944,-38.08858,-63.42783,82,0
2490,-31.52438,-68.5553,478,0
672,-31.440781,-68.518341,1341,0
1872,-34.80748,-58.40329,807,0
4042,-32.905074,-60.689584,44,0
4197,-34.558992,-58.711547,142,0
4173,-34.642921,-58.577652,32,0
9806,-34.642921,-58.577652,41,0
2560,-38.7265,-68.16095,224,0
11241,-34.57277,-58.69191,42,0
1647,-35.03743,-64.2511,683,0
708,-26.513822,-61.168908,947,0
9111,-34.81079,-58.542162,162,0
9121,-32.921747,-60.675087,180,0
9119,-34.773234,-58.267362,182,0
9115,-34.641794,-58.624368,134,0
9109,-31.43337,-64.1589,192,0
9127,-34.59787,-58.4057,44,0
9116,-34.39814,-58.65099,158,0
9112,-34.475557,-58.574679,166,0
9113,-38.01948,-57.57122,140,0
9123,-34.679108,-58.55017,132,0
9110,-31.36437,-64.22483,264,0
9120,-32.957113,-60.640693,152,0
9125,-34.640861,-58.389601,378,0
9124,-34.768672,-58.396358,136,0
9122,-34.49912,-58.54305,162,0
9114,-38.006026,-57.56107,136,0
9117,-34.48593,-58.615328,268,0
9126,-34.639309,-58.518604,398,0
9118,-34.45575,-58.8978,140,0
9132,-38.75249,-62.28361,140,0
9602,-34.45025,-58.569536,709,0
10725,-34.453383,-58.576043,458,0
10094,-38.155486,-67.144677,502,0
8080,-32.951275,-60.654975,246,0
285,-34.59724,-58.49309,707,0
10357,-34.604521,-58.708813,846,0
9307,-34.09679,-59.02268,1236,0
9292,-34.578115,-58.528954,434,0
9288,-34.63736,-58.55289,290,0
9323,-34.64653,-58.52882,1334,0
9291,-31.43932,-64.12824,1360,0
9312,-34.49434,-58.55147,1356,0
9266,-34.49738,-58.55561,1348,0
9329,-34.57031,-58.443728,1186,0
9273,-37.9913,-57.5747,424,0
9313,-34.567834,-58.486913,1332,0
9299,-37.96682,-57.55063,228,0
9293,-34.586741,-58.441015,1128,0
9282,-34.64796,-58.42886,1096,0
9315,-34.508622,-58.479558,1224,0
9297,-32.928727,-60.73858,1392,0
9267,-34.615767,-58.527724,1184,0
9317,-31.29983,-64.28759,1392,0
9264,-34.72509,-58.251123,1284,0
9261,-34.64493,-58.52956,1334,0
9258,-37.10944,-56.87778,302,0
9262,-37.99974,-57.5963,384,0
9324,-34.62715,-58.38458,1354,0
9294,-34.61214,-58.40535,1368,0
9309,-34.621937,-58.428066,1178,0
9271,-34.578666,-58.406559,1184,0
9289,-34.53165,-58.46892,1284,0
9268,-34.547108,-58.457442,770,0
9283,-34.575093,-58.46287,1184,0
9275,-34.528166,-58.480985,1376,0
9276,-34.551232,-58.721325,380,0
9302,-34.163292,-58.960525,1282,0
9269,-34.562204,-58.466072,1190,0
9277,-34.583515,-58.4973,1188,0
9272,-34.486592,-58.617543,256,0
9303,-38.70385,-62.269456,332,0
9316,-34.72767,-58.261732,1244,0
9287,-34.57287,-58.544,20,0
9295,-34.632283,-58.62624,220,0
9310,-34.61029,-58.41152,1384,0
9314,-34.63288,-58.47931,1182,0
9300,-34.17469,-58.96012,1282,0
9319,-34.748822,-58.581549,1366,0
9318,-34.808928,-58.277861,1398,0
9320,-31.40009,-64.17335,1382,0
9274,-32.949665,-60.682007,1134,0
9285,-31.40749,-64.17769,354,0
9321,-33.00897,-60.66501,1402,0
9301,-32.94073,-60.67093,16,0
9278,-34.74212,-58.49545,472,0
9260,-34.650873,-58.512705,1304,0
9280,-34.61422,-58.46062,1176,0
9279,-34.45721,-58.62828,322,0
9305,-34.63214,-58.5015,1174,0
9328,-34.585982,-58.398697,1184,0
9327,-31.39059,-64.20382,524,0
9322,-37.999086,-57.553949,498,0
9281,-34.51751,-58.512892,378,0
9265,-32.942095,-60.661196,1422,0
9326,-34.510049,-58.524386,474,0
9263,-31.64137,-60.65909,1362,0
9325,-34.84049,-58.1879,1496,0
9306,-34.45039,-58.87058,1418,0
9304,-34.12473,-59.022212,1390,0
9270,-34.394724,-58.739655,1516,0
9298,-34.191044,-58.944916,1422,0
9296,-34.606209,-58.450831,1162,0
9308,-32.96089,-60.64002,1436,0
9290,-38.68556,-62.22917,246,0
9311,-34.563836,-58.496603,1330,0
9786,-33.134074,-60.571999,970,0
9781,-34.11047,-59.12373,996,0
9958,-34.762436,-58.178297,976,0
9959,-34.762909,-58.179328,976,0
7567,-34.78428,-58.16619,767,0
5001,-34.57885,-60.95838,6,0
7768,-32.68501,-58.88189,54,0
4495,-31.51929,-68.52893,744,0
7078,-31.57471,-68.5466,743,0
7610,-33.31721,-62.03351,205,0
6797,-33.061004,-65.637016,438,0
425,-33.20262,-60.4917,718,0
1032,-34.449074,-58.94969,914,0
9712,-29.872399,-61.939834,454,0
334,-34.37305,-59.13262,755,0
6186,-38.54162,-58.6811,780,0
10217,-33.782652,-59.644668,884,0
151,-31.564589,-63.530203,1064,0
6902,-34.732855,-58.46407,685,0
1609,-34.764406,-58.432281,290,0
1957,-37.12995,-56.87914,810,0
111,-42.9131,-71.31945,710,0
1377,-37.27398,-57.76697,740,0
5149,-34.655476,-58.496289,868,0
9611,-35.144409,-64.499164,190,0
9753,-51.61693,-69.22559,330,0
2652,-38.72496,-62.275,749,0
4808,-34.646324,-58.636157,779,0
6862,-26.808091,-65.255274,1327,0
1619,-34.56592,-58.702027,836,0
2857,-32.88329,-68.8601,799,0
9777,-37.96682,-57.55063,646,0
5424,-36.48076,-63.61978,12,0
167,-34.649702,-58.524011,604,0
3217,-34.46075,-58.57318,846,0
215,-36.904279,-60.329203,673,0
178,-36.90143,-60.32246,744,0
217,-36.87727,-60.30231,638,0
213,-36.896,-60.32157,634,0
5885,-36.01459,-59.06957,680,0
10240,-34.78085,-58.83535,438,0
3501,-34.649838,-58.405482,940,0
7904,-38.950608,-68.100639,6,0
8070,-32.34663,-65.003979,760,0
3849,-34.642033,-58.36878,16,0
7310,-34.62355,-58.392934,24,0
3364,-34.57277,-58.69191,944,0
6982,-33.40165,-61.84545,756,0
7115,-34.60513,-58.76598,839,0
6339,-31.43233,-64.23708,1469,0
1171,-31.43264,-64.24875,1447,0
5709,-31.43264,-64.24875,308,0
5703,-31.399812,-64.175279,800,0
5706,-31.393642,-64.211468,54,0
5705,-31.41158,-64.17542,846,0
732,-34.56905,-59.10755,859,0
5737,-34.988475,-58.382147,1152,0
10800,-31.795986,-58.317753,127,0
6920,-33.0367,-68.86836,96,0
2989,-35.57699,-57.97977,380,0
2279,-28.48996,-59.34633,733,0
207,-34.20868,-61.35795,731,0
6298,-24.2543345,-65.207862,2,0
1271,-32.92744,-68.82088,679,0
4080,-31.64642,-63.90618,729,0
4258,-34.551479,-58.559984,46,0
3399,-33.09544,-60.79344,262,0
3044,-33.29598,-66.32277,735,0
10743,-29.160959,-59.243966,224,0
7697,-32.948367,-60.689794,140,0
4227,-32.952328,-60.667627,52,0
8236,-36.45585,-62.86904,742,0
2998,-31.438307,-62.095213,836,0
