provincia,localidad,departamento,fuente
BUENOS AIRES,17 DE AGOSTO,Puán,georef
BUENOS AIRES,25 DE MAYO,25 de Mayo,georef
BUENOS AIRES,3 DE FEBRERO,Tres de Febrero,georef
BUENOS AIRES,30 DE AGOSTO,Trenque Lauquen,georef
BUENOS AIRES,9 DE ABRIL,Esteban Echeverría,georef
BUENOS AIRES,9 DE JULIO,9 de Julio,georef
BUENOS AIRES,ABASTO,La Plata,georef
BUENOS AIRES,ACASSUSO,San Isidro,georef
BUENOS AIRES,ACEVEDO,Pergamino,georef
BUENOS AIRES,ADOLFO GONZALEZ CHAVEZ,Adolfo Gonzales Chaves,georef
BUENOS AIRES,ADROGUE,Almirante Brown,georef
BUENOS AIRES,AGUSTIN FERRARI,Merlo,manual
BUENOS AIRES,AGUSTIN ROCA,Junín,georef
BUENOS AIRES,ALBERDI,Leandro N. Alem,georef
BUENOS AIRES,ALBERTI,Alberti,georef
BUENOS AIRES,ALDO BONZI,La Matanza,georef
BUENOS AIRES,ALEJANDRO KORN,San Vicente,georef
BUENOS AIRES,ALEM,Leandro N. Alem,georef
BUENOS AIRES,ALFONZO,Pergamino,georef
BUENOS AIRES,ALGARROBO,Carlos Tejedor,georef
BUENOS AIRES,AMEGHINO,Florentino Ameghino,georef
BUENOS AIRES,AMERICA,Rivadavia,georef
BUENOS AIRES,ARENAZA,Lincoln,georef
BUENOS AIRES,ARRECIFES,Arrecifes,georef
BUENOS AIRES,ARRIBEÑOS,General Arenales,georef
BUENOS AIRES,ARROYO DULCE,Salto,georef
BUENOS AIRES,ASCENSION,General Arenales,georef
BUENOS AIRES,AVELLANEDA,Avellaneda,georef
BUENOS AIRES,AYACUCHO,Ayacucho,georef
BUENOS AIRES,AZOPARDO,Puán,georef
BUENOS AIRES,AZUL,Azul,georef
BUENOS AIRES,BAHIA BLANCA,Bahía Blanca,georef
BUENOS AIRES,BALCARCE,Balcarce,georef
BUENOS AIRES,BANCALARI,Tigre,manual
BUENOS AIRES,BANDERALO,General Villegas,georef
BUENOS AIRES,BANFIELD,Lomas de Zamora,georef
BUENOS AIRES,BARADERO,Baradero,georef
BUENOS AIRES,BECCAR,San Isidro,georef
BUENOS AIRES,BELLA VISTA,San Miguel,georef
BUENOS AIRES,BENAVIDEZ,Tigre,georef
BUENOS AIRES,BENITO JUAREZ,Benito Juárez,georef
BUENOS AIRES,BERAZATEGUI,Berazategui,georef
BUENOS AIRES,BERISSO,Berisso,georef
BUENOS AIRES,BERNAL,Quilmes,georef
BUENOS AIRES,BILLINGHURTS,General San Martín,georef
BUENOS AIRES,BOLIVAR,Bolívar,georef
BUENOS AIRES,BONIFACIO,Guaminí,manual
BUENOS AIRES,BORDENAVE,Puán,georef
BUENOS AIRES,BOSQUES,Florencio Varela,georef
BUENOS AIRES,BOULOGNE,San Isidro,georef
BUENOS AIRES,BRAGADO,Bragado,georef
BUENOS AIRES,BRANDSEN,Brandsen,georef
BUENOS AIRES,BURZACO,Almirante Brown,georef
BUENOS AIRES,CABILDO,Bahía Blanca,georef
BUENOS AIRES,CACHARI,Azul,georef
BUENOS AIRES,CAMPANA,Campana,georef
BUENOS AIRES,CANNING,Esteban Echeverría,georef
BUENOS AIRES,CAPILLA DEL SEÑOR,Exaltación de la Cruz,georef
BUENOS AIRES,CAPITAN SARMIENTO,Capitán Sarmiento,georef
BUENOS AIRES,CARABELAS,Rojas,georef
BUENOS AIRES,CARHUE,Adolfo Alsina,georef
BUENOS AIRES,CARLOS CASARES,Carlos Casares,georef
BUENOS AIRES,CARLOS TEJEDOR,Carlos Tejedor,georef
BUENOS AIRES,CARMEN DE ARECO,Carmen de Areco,georef
BUENOS AIRES,CARMEN DE PATAGONES,Patagones,georef
BUENOS AIRES,CASBAS,Guaminí,georef
BUENOS AIRES,CASEROS,Tres de Febrero,georef
BUENOS AIRES,CASTELAR,Morón,georef
BUENOS AIRES,CASTELLI,Castelli,georef
BUENOS AIRES,CAÑUELAS,Cañuelas,georef
BUENOS AIRES,CHACABUCO,Chacabuco,georef
BUENOS AIRES,CHARLONE,General Villegas,georef
BUENOS AIRES,CHASCOMUS,Chascomús,georef
BUENOS AIRES,CHILLAR,Azul,georef
BUENOS AIRES,CHIVILCOY,Chivilcoy,georef
BUENOS AIRES,CITY BELL,La Plata,georef
BUENOS AIRES,CIUDADELA,Tres de Febrero,georef
BUENOS AIRES,CLAROMECO,Tres Arroyos,georef
BUENOS AIRES,CLAYPOLE,Almirante Brown,georef
BUENOS AIRES,CNEL. BRANDSEN,Brandsen,georef
BUENOS AIRES,CNEL. DORREGO,Coronel Dorrego,georef
BUENOS AIRES,CNEL. GRANADA,General Pinto,georef
BUENOS AIRES,CNEL. PRINGLES,Coronel Pringles,georef
BUENOS AIRES,CNEL. SUAREZ,Coronel Suárez,georef
BUENOS AIRES,CNEL. VIDAL,Mar Chiquita,georef
BUENOS AIRES,COLON,Colón,georef
BUENOS AIRES,COMODORO PY,Bragado,georef
BUENOS AIRES,COPETONAS,Tres Arroyos,georef
BUENOS AIRES,DAIREAUX,Daireaux,georef
BUENOS AIRES,DARREGUEIRA,Puán,georef
BUENOS AIRES,DE LA GARMA,Adolfo Gonzales Chaves,georef
BUENOS AIRES,DEL CARRIL,Saladillo,georef
BUENOS AIRES,DEL VISO,José C. Paz,georef
BUENOS AIRES,DERQUI,Pilar,georef
BUENOS AIRES,DOCK SUD,Avellaneda,georef
BUENOS AIRES,DOLORES,Dolores,georef
BUENOS AIRES,DOMSELAAR,San Vicente,georef
BUENOS AIRES,DON BOSCO,Quilmes,georef
BUENOS AIRES,DON TORCUATO,Tigre,georef
BUENOS AIRES,DUDIGNAC,9 de Julio,georef
BUENOS AIRES,E. ECHEVERRIA,Esteban Echeverría,georef
BUENOS AIRES,EL PALOMAR,Morón,georef
BUENOS AIRES,EL SOCORRO,Pergamino,georef
BUENOS AIRES,EL TALAR,Tigre,georef
BUENOS AIRES,EL TALAR DE PACHECO,San Pedro,georef
BUENOS AIRES,EL TRIUNFO,Lincoln,georef
BUENOS AIRES,ENSENADA,Ensenada,georef
BUENOS AIRES,ERNESTINA,25 de Mayo,georef
BUENOS AIRES,ESCOBAR,Escobar,georef
BUENOS AIRES,ESPARTILLAR,Adolfo Alsina,georef
BUENOS AIRES,EXALTACION DE LA CRUZ,Exaltación de la Cruz,correccion
BUENOS AIRES,EZEIZA,Ezeiza,georef
BUENOS AIRES,EZPELETA,Quilmes,georef
BUENOS AIRES,FERNANDEZ,Necochea,georef
BUENOS AIRES,FERRE,General Arenales,georef
BUENOS AIRES,FLORENCIO VARELA,Florencio Varela,georef
BUENOS AIRES,FLORENTINO AMEGHINO,Florentino Ameghino,georef
BUENOS AIRES,FLORIDA,Vicente López,georef
BUENOS AIRES,FORTÍN TIBURSIO,Junín,georef
BUENOS AIRES,FRANCISCO MADERO,Pehuajó,georef
BUENOS AIRES,G. LAFERRERE,La Matanza,manual
BUENOS AIRES,GARIN,Escobar,georef
BUENOS AIRES,GDOR. CASTRO,San Pedro,georef
BUENOS AIRES,GERLI,Avellaneda,georef
BUENOS AIRES,GLEW,Almirante Brown,georef
BUENOS AIRES,GONZALEZ CATAN,La Matanza,georef
BUENOS AIRES,GONZALEZ MORENO,Rivadavia,georef
BUENOS AIRES,GORCHS,General Belgrano,georef
BUENOS AIRES,GRAL. ALVEAR,General Alvear,georef
BUENOS AIRES,GRAL. ARENALES,General Arenales,georef
BUENOS AIRES,GRAL. BELGRANO,General Belgrano,georef
BUENOS AIRES,GRAL. CONESA,Tordillo,georef
BUENOS AIRES,GRAL. LA MADRID,General La Madrid,georef
BUENOS AIRES,GRAL. LAS HERAS,General Las Heras,georef
BUENOS AIRES,GRAL. LAVALLE,General Lavalle,georef
BUENOS AIRES,GRAL. MADARIAGA,General Juan Madariaga,georef
BUENOS AIRES,GRAL. MANSILLA,Magdalena,georef
BUENOS AIRES,GRAL. PACHECO,Tigre,georef
BUENOS AIRES,GRAL. PINTO,General Pinto,georef
BUENOS AIRES,GRAL. PIRAN,Mar Chiquita,georef
BUENOS AIRES,GRAL. RODRIGUEZ,General Rodríguez,georef
BUENOS AIRES,GRAL. ROJO,San Nicolás,georef
BUENOS AIRES,GRAL. VIAMONTE,General Viamonte,manual
BUENOS AIRES,GRAL. VILLEGAS,General Villegas,georef
BUENOS AIRES,GRAND BOURG,Malvinas Argentinas,georef
BUENOS AIRES,GREGORIO DE LA FERRERE,La Matanza,manual
BUENOS AIRES,GUAMINI,Guaminí,georef
BUENOS AIRES,GUERNICA,Presidente Perón,georef
BUENOS AIRES,H. ASCASUBI,Villarino,georef
BUENOS AIRES,HAEDO,Morón,georef
BUENOS AIRES,HENDERSON,Hipólito Yrigoyen,georef
BUENOS AIRES,HINOJO,Olavarría,georef
BUENOS AIRES,HUANGUELEN,Coronel Suárez,georef
BUENOS AIRES,HUDSON,Berazategui,georef
BUENOS AIRES,HURLINGHAM,Hurlingham,georef
BUENOS AIRES,INES INDART,Salto,georef
BUENOS AIRES,ING. MASCHWITZ,Escobar,manual
BUENOS AIRES,ING. WHITE,Bahía Blanca,manual
BUENOS AIRES,INGENIERO BUDGE,Lomas de Zamora,manual
BUENOS AIRES,IRIARTE,General Pinto,georef
BUENOS AIRES,IRINEO PORTELA,Baradero,georef
BUENOS AIRES,ISIDRO CASANOVA,La Matanza,georef
BUENOS AIRES,ISLA SAN FERNANDO,San Fernando,manual
BUENOS AIRES,ITUZAINGO,Ituzaingó,georef
BUENOS AIRES,JAUREGUI,Luján,correccion
BUENOS AIRES,JOSE C. PAZ,José C. Paz,georef
BUENOS AIRES,JOSE HERNANDEZ,La Plata,georef
BUENOS AIRES,JOSE INGENIEROS,Tres de Febrero,georef
BUENOS AIRES,JOSE LEON SUAREZ,General San Martín,georef
BUENOS AIRES,JUAN A PRADERE,Patagones,georef
BUENOS AIRES,JUAN COUSTE,Villarino,georef
BUENOS AIRES,JUAN JOSE PASO,Pehuajó,georef
BUENOS AIRES,JUNIN,Junín,georef
BUENOS AIRES,L.N. ALEM,Leandro N. Alem,georef
BUENOS AIRES,LA DULCE,Salto,georef
BUENOS AIRES,LA EMILIA,San Nicolás,georef
BUENOS AIRES,LA LUCILA,Vicente López,georef
BUENOS AIRES,LA MATANZA,La Matanza,georef
BUENOS AIRES,LA NIÑA,9 de Julio,correccion
BUENOS AIRES,LA PLATA,La Plata,georef
BUENOS AIRES,LA REJA,Moreno,georef
BUENOS AIRES,LA TABLADA,La Matanza,georef
BUENOS AIRES,LAFERRERE,La Matanza,georef
BUENOS AIRES,LANUS,Lanús,georef
BUENOS AIRES,LAPRIDA,Laprida,georef
BUENOS AIRES,LAS ARMAS,Maipú,georef
BUENOS AIRES,LAS FLORES,Las Flores,georef
BUENOS AIRES,LAS TONINAS,La Costa,georef
BUENOS AIRES,LAS TOSCAS,Lincoln,georef
BUENOS AIRES,LAS VIOLETAS,Pergamino,georef
BUENOS AIRES,LEZAMA,Lezama,georef
BUENOS AIRES,LIBERTAD,Merlo,georef
BUENOS AIRES,LIMA,Zárate,georef
BUENOS AIRES,LINCOLN,Lincoln,georef
BUENOS AIRES,LISANDRO OLMOS,La Plata,georef
BUENOS AIRES,LLAVALLOL,Lomas de Zamora,georef
BUENOS AIRES,LOBERIA,Lobería,georef
BUENOS AIRES,LOBOS,Lobos,georef
BUENOS AIRES,LOMA HERMOSA,Tres de Febrero,georef
BUENOS AIRES,LOMA VERDE,Escobar,georef
BUENOS AIRES,LOMAS DE ZAMORA,Lomas de Zamora,georef
BUENOS AIRES,LOMAS DEL MIRADOR,La Matanza,georef
BUENOS AIRES,LONGCHAMPS,Almirante Brown,georef
BUENOS AIRES,LOPEZ ARIAS,San Nicolás,correccion
BUENOS AIRES,LOS CARDALES,Exaltación de la Cruz,correccion
BUENOS AIRES,LOS INDIOS,Rojas,georef
BUENOS AIRES,LOS POLVORINES,Malvinas Argentinas,georef
BUENOS AIRES,LOS TOLDOS,General Viamonte,georef
BUENOS AIRES,LUIS GUILLON,Esteban Echeverría,georef
BUENOS AIRES,LUJAN,Luján,georef
BUENOS AIRES,MAGDALENA,Magdalena,georef
BUENOS AIRES,MAIPU,Maipú,georef
BUENOS AIRES,MALVINAS ARGENTINAS,Malvinas Argentinas,correccion
BUENOS AIRES,MANUEL B. GONNET,La Plata,georef
BUENOS AIRES,MAQUINISTA SAVIO,Escobar,georef
BUENOS AIRES,MAR CHIQUITA,Mar Chiquita,georef
BUENOS AIRES,MAR DE AJO,La Costa,georef
BUENOS AIRES,MAR DEL PLATA,General Pueyrredón,georef
BUENOS AIRES,MAR DEL TUYU,La Costa,georef
BUENOS AIRES,MARCOS PAZ,Marcos Paz,georef
BUENOS AIRES,MARCPOS PAZ,Marcos Paz,georef
BUENOS AIRES,MARIA IGNACIA,Tandil,georef
BUENOS AIRES,MARIANO ACOSTA,Merlo,georef
BUENOS AIRES,MARTIN CORONADO,Tres de Febrero,georef
BUENOS AIRES,MARTINEZ,San Isidro,georef
BUENOS AIRES,MARTINEZ DE HOZ,Lincoln,georef
BUENOS AIRES,MATHEU,Escobar,georef
BUENOS AIRES,MAYOR BURATOVICH,Villarino,georef
BUENOS AIRES,MECHONGUE,General Alvarado,georef
BUENOS AIRES,MEDANOS,Villarino,georef
BUENOS AIRES,MELCHOR ROMERO,La Plata,georef
BUENOS AIRES,MERCEDES,Mercedes,georef
BUENOS AIRES,MERLO,Merlo,georef
BUENOS AIRES,MIRAMAR,General Alvarado,georef
BUENOS AIRES,MOCTEZUMA,Carlos Casares,georef
BUENOS AIRES,MONEZ CAZON,Pehuajó,georef
BUENOS AIRES,MONJTE GRANDE,Esteban Echeverría,georef
BUENOS AIRES,MONTE GRANDE,Esteban Echeverría,georef
BUENOS AIRES,MONTE HERMOSO,Monte Hermoso,georef
BUENOS AIRES,MOQUEHUA,Chivilcoy,georef
BUENOS AIRES,MORENO,Moreno,georef
BUENOS AIRES,MORON,Morón,georef
BUENOS AIRES,MORSE,Junín,georef
BUENOS AIRES,MUNRO,Vicente López,georef
BUENOS AIRES,MUÑIZ,San Miguel,georef
BUENOS AIRES,N/D,,sin_dato
BUENOS AIRES,NAPALEOFU,Balcarce,georef
BUENOS AIRES,NAVARRO,Navarro,georef
BUENOS AIRES,NECOCHEA,Necochea,georef
BUENOS AIRES,NECOHEA,Necochea,georef
BUENOS AIRES,NICANOR OLIVERA,Necochea,georef
BUENOS AIRES,NOBERTO DE LA RIESTRA,25 de Mayo,georef
BUENOS AIRES,NORBERTO DE LA RIESTRA,25 de Mayo,georef
BUENOS AIRES,O' BRIEN,Bragado,georef
BUENOS AIRES,O' HIGGINS,Chacabuco,georef
BUENOS AIRES,OLAVARRIA,Olavarría,georef
BUENOS AIRES,OLIVOS,Vicente López,georef
BUENOS AIRES,ORENSE,Tres Arroyos,georef
BUENOS AIRES,ORIENTE,Coronel Dorrego,georef
BUENOS AIRES,OSTENDE,Pinamar,georef
BUENOS AIRES,OTAMENDI,General Alvarado,georef
BUENOS AIRES,PABLO NOGHES,Malvinas Argentinas,georef
BUENOS AIRES,PARADA ROBLES,Exaltación de la Cruz,georef
BUENOS AIRES,PARAISO,Ramallo,georef
BUENOS AIRES,PARAJE LA BALLENERA,General Pueyrredón,manual
BUENOS AIRES,PARAJE POLOLA,General Pueyrredón,correccion
BUENOS AIRES,PASO DEL REY,Moreno,georef
BUENOS AIRES,PASTEUR,Lincoln,georef
BUENOS AIRES,PEDERNALES,25 de Mayo,georef
BUENOS AIRES,PEDRO LURO,Villarino,georef
BUENOS AIRES,PEHUAJO,Pehuajó,georef
BUENOS AIRES,PEHUEN-CO,Coronel de Marina Leonardo Rosales,georef
BUENOS AIRES,PELLEGRINI,Pellegrini,georef
BUENOS AIRES,PEREZ MILLAN,Ramallo,georef
BUENOS AIRES,PERGAMINO,Pergamino,georef
BUENOS AIRES,PIEDRITAS,General Villegas,georef
BUENOS AIRES,PIGUE,Saavedra,georef
BUENOS AIRES,PILA,Pila,georef
BUENOS AIRES,PILAR,Pilar,georef
BUENOS AIRES,PINAMAR,Pinamar,georef
BUENOS AIRES,PINZON,Pergamino,georef
BUENOS AIRES,PIPINAS,Punta Indio,georef
BUENOS AIRES,PIROVANO,Bolívar,georef
BUENOS AIRES,PLATANOS,Berazategui,georef
BUENOS AIRES,PONTEVEDRA,Merlo,georef
BUENOS AIRES,PUAN,Puán,georef
BUENOS AIRES,PUEBLO DOYLE,San Pedro,georef
BUENOS AIRES,PUNTA ALTA,Coronel de Marina Leonardo Rosales,georef
BUENOS AIRES,QUEQUEN,Necochea,georef
BUENOS AIRES,QUILMES,Quilmes,georef
BUENOS AIRES,R. DE ESCALADA,Lanús,manual
BUENOS AIRES,R. SOURDEAUX,Malvinas Argentinas,correccion
BUENOS AIRES,RAFAEL CALZADA,Almirante Brown,georef
BUENOS AIRES,RAFAEL CASTILLO,La Matanza,georef
BUENOS AIRES,RAFAEL OBLIGADO,Rojas,georef
BUENOS AIRES,RAMALLO,Ramallo,georef
BUENOS AIRES,RAMOS MEJIA,La Matanza,georef
BUENOS AIRES,RANCHOS,General Paz,georef
BUENOS AIRES,RANELAGH,Berazategui,georef
BUENOS AIRES,RAUCH,Rauch,georef
BUENOS AIRES,RAWSON,Chacabuco,georef
BUENOS AIRES,REMEDIOS DE ESCALADA,Tres de Febrero,georef
BUENOS AIRES,RICARDO ROJAS,Tigre,georef
BUENOS AIRES,RIO TALA,San Pedro,georef
BUENOS AIRES,RIVERA,Adolfo Alsina,georef
BUENOS AIRES,ROBERTS,Lincoln,georef
BUENOS AIRES,ROJAS,Rojas,georef
BUENOS AIRES,ROQUE PEREZ,Roque Pérez,georef
BUENOS AIRES,S.A. DE ARECO,San Antonio de Areco,georef
BUENOS AIRES,SAAVEDRA,Saavedra,georef
BUENOS AIRES,SAENZ PEÑA,Tres de Febrero,georef
BUENOS AIRES,SALADILLO,Saladillo,georef
BUENOS AIRES,SALAZAR,Daireaux,georef
BUENOS AIRES,SALDUNGARAY,Tornquist,georef
BUENOS AIRES,SALLIQUELO,Salliqueló,georef
BUENOS AIRES,SALTO,Salto,georef
BUENOS AIRES,SAMBOROMBON,Brandsen,georef
BUENOS AIRES,SAN ANDRES DE GILES,San Andrés de Giles,georef
BUENOS AIRES,SAN ANTONIO DE ARECO,San Antonio de Areco,georef
BUENOS AIRES,SAN ANTONIO DE PADUA,Merlo,georef
BUENOS AIRES,SAN BERNARDO,La Costa,georef
BUENOS AIRES,SAN CAYETANO,San Cayetano,georef
BUENOS AIRES,SAN CLEMENTE DEL TUYU,La Costa,georef
BUENOS AIRES,SAN ENRIQUE,25 de Mayo,georef
BUENOS AIRES,SAN FCO. SOLANO,Quilmes,manual
BUENOS AIRES,SAN FCO.SOLANO,Quilmes,manual
BUENOS AIRES,SAN FERNANDO,San Fernando,georef
BUENOS AIRES,SAN FRANCISCO DE BELLOCQ,Tres Arroyos,georef
BUENOS AIRES,SAN FRANCISCO SOLANO,Almirante Brown,georef
BUENOS AIRES,SAN ISIDRO,San Isidro,georef
BUENOS AIRES,SAN JUSTO,La Matanza,georef
BUENOS AIRES,SAN MANUEL,Lobería,georef
BUENOS AIRES,SAN MARTIN,General San Martín,georef
BUENOS AIRES,SAN MIGUEL,San Miguel,georef
BUENOS AIRES,SAN MIGUEL DEL MONTE,Monte,georef
BUENOS AIRES,SAN NICOLAS,San Nicolás,correccion
BUENOS AIRES,SAN PEDRO,San Pedro,georef
BUENOS AIRES,SAN VICENTE,San Vicente,georef
BUENOS AIRES,SANTA CLARA DEL MAR,Mar Chiquita,georef
BUENOS AIRES,SANTA TERESITA,La Costa,georef
BUENOS AIRES,SARANDI,Avellaneda,georef
BUENOS AIRES,SIERRA DE LA VENTANA,Tornquist,georef
BUENOS AIRES,SIERRAS BAYAS,Olavarría,georef
BUENOS AIRES,SPEGAZZINI,Ezeiza,georef
BUENOS AIRES,STROEDER,Patagones,georef
BUENOS AIRES,SUIPACHA,Suipacha,georef
BUENOS AIRES,TABLADA,La Matanza,georef
BUENOS AIRES,TANDIL,Tandil,georef
BUENOS AIRES,TAPALQUE,Tapalqué,georef
BUENOS AIRES,TAPIALES,La Matanza,georef
BUENOS AIRES,TEMPERLEY,Lomas de Zamora,georef
BUENOS AIRES,TIGRE,Tigre,georef
BUENOS AIRES,TORQUINST,Tornquist,georef
BUENOS AIRES,TORTUGAS,Escobar,correccion
BUENOS AIRES,TORTUGUITAS,José C. Paz,georef
BUENOS AIRES,TRENQUE LAUQUEN,Trenque Lauquen,georef
BUENOS AIRES,TRES ALGARROBOS,Carlos Tejedor,georef
BUENOS AIRES,TRES ARROYOS,Tres Arroyos,georef
BUENOS AIRES,TRES DE FEBRERO,Tres de Febrero,georef
BUENOS AIRES,TRES LOMAS,Tres Lomas,georef
BUENOS AIRES,TRISTAN SUAREZ,Ezeiza,georef
BUENOS AIRES,TURDERA,Lomas de Zamora,georef
BUENOS AIRES,URDAMPILLETA,Bolívar,georef
BUENOS AIRES,URQUIZA,Pergamino,correccion
BUENOS AIRES,VALENTIN ALSINA,Lanús,georef
BUENOS AIRES,VALERIA DEL MAR,Pinamar,georef
BUENOS AIRES,VEDIA,Leandro N. Alem,georef
BUENOS AIRES,VEINTICINCO DE MAYO,25 de Mayo,georef
BUENOS AIRES,VERONICA,Punta Indio,georef
BUENOS AIRES,VICENTE LOPEZ,Vicente López,georef
BUENOS AIRES,VICTORIA,San Fernando,georef
BUENOS AIRES,VIEYTES,Magdalena,georef
BUENOS AIRES,VILLA  BALLESTER,General San Martín,georef
BUENOS AIRES,VILLA ADELINA,San Isidro,georef
BUENOS AIRES,VILLA ALBERTINA,Lomas de Zamora,manual
BUENOS AIRES,VILLA BORDEU,Bahía Blanca,georef
BUENOS AIRES,VILLA BOSCH,Tres de Febrero,georef
BUENOS AIRES,VILLA CACIQUE,Benito Juárez,georef
BUENOS AIRES,VILLA CELINA,La Matanza,manual
BUENOS AIRES,VILLA DE MAYO,Malvinas Argentinas,georef
BUENOS AIRES,VILLA DOMINICO,Avellaneda,georef
BUENOS AIRES,VILLA ELISA,La Plata,georef
BUENOS AIRES,VILLA GESELL,Villa Gesell,georef
BUENOS AIRES,VILLA INSUPERABLE,La Matanza,manual
BUENOS AIRES,VILLA IRIS,Puán,georef
BUENOS AIRES,VILLA LUZURIAGA,La Matanza,georef
BUENOS AIRES,VILLA LYNCH,General San Martín,georef
BUENOS AIRES,VILLA MADERO,La Matanza,georef
BUENOS AIRES,VILLA MAIPU,General San Martín,georef
BUENOS AIRES,VILLA MARTELLI,Vicente López,georef
BUENOS AIRES,VILLA MAZA,Adolfo Alsina,manual
BUENOS AIRES,VILLA MOQUEHUA,Chivilcoy,manual
BUENOS AIRES,VILLA NUEVA,Berisso,georef
BUENOS AIRES,VILLA POMAR,Colón,georef
BUENOS AIRES,VILLA RAMALLO,Ramallo,georef
BUENOS AIRES,VILLA SARMIENTO,Morón,georef
BUENOS AIRES,VILLA SAUCE,General Villegas,georef
BUENOS AIRES,VILLA TESEI,Hurlingham,georef
BUENOS AIRES,VILLALONGA,Patagones,georef
BUENOS AIRES,VILLARINO,Villarino,manual
BUENOS AIRES,VIRREY DEL PINO,La Matanza,georef
BUENOS AIRES,VIRREYES,San Fernando,georef
BUENOS AIRES,VTE. LOPEZ,Vicente López,georef
BUENOS AIRES,WILDE,Avellaneda,georef
BUENOS AIRES,ZARATE,Zárate,georef
CAPITAL FEDERAL,AGUSTIN ROCA,CABA,caba
CAPITAL FEDERAL,CAPITAL FEDERAL,CABA,caba
CAPITAL FEDERAL,FLORENCIO VARELA,CABA,caba
CATAMARCA,ANDALGALA,Andalgalá,georef
CATAMARCA,BELEN,Belén,georef
CATAMARCA,CATAMARCA,Capital,georef
CATAMARCA,HUALFIN,Belén,georef
CATAMARCA,LA MERCED,Paclín,georef
CATAMARCA,LOS ALTOS,Santa Rosa,georef
CATAMARCA,RECREO,La Paz,georef
CATAMARCA,S.F.V. DE CATAMARCA,Capital,georef
CATAMARCA,SAN ANTONIO DE LA PAZ,El Alto,manual
CATAMARCA,SAN FERNANDO DEL VALLE,Capital,georef
CATAMARCA,SAN MARTIN,Capayán,georef
CATAMARCA,SANTA MARIA,Santa María,georef
CATAMARCA,SUMALAO,Valle Viejo,georef
CATAMARCA,TINOGASTA,Tinogasta,georef
CATAMARCA,VALLE VIEJO,Valle Viejo,manual
CHACO,AVIATERAI,Independencia,manual
CHACO,BARRANQUERAS,San Fernando,georef
CHACO,BASAIL,San Fernando,georef
CHACO,CAMPO LARGO,Independencia,georef
CHACO,CASTELLI,General Güemes,georef
CHACO,CHARATA,Chacabuco,georef
CHACO,CNEL. DUGRATY,Mayor Luis J. Fontana,manual
CHACO,CONCEPCION DEL BERMEJO,Almirante Brown,georef
CHACO,CONTANA,San Fernando,georef
CHACO,CORZUELA,General Belgrano,georef
CHACO,FONTANA,San Fernando,georef
CHACO,GANCEDO,12 de Octubre,georef
CHACO,GRAL. PINEDO,12 de Octubre,georef
CHACO,GRAL. SAN MARTIN,Libertador General San Martín,georef
CHACO,HERMOSO CAMPO,2 de Abril,georef
CHACO,JUAN JOSE CASTELLI,General Güemes,georef
CHACO,LA CLOTILDE,O'Higgins,georef
CHACO,LA LEONESA,Bermejo,georef
CHACO,LA TIGRA,O'Higgins,georef
CHACO,LA VERDE,General Donovan,georef
CHACO,LAS BREÑAS,9 de Julio,georef
CHACO,LOS FRONTONES,Almirante Brown,georef
CHACO,MACHAGAY,25 de Mayo,georef
CHACO,MAKALLE,General Donovan,georef
CHACO,MARGARITA BELEN,1° de Mayo,georef
CHACO,PAMPA DEL INFIERNO,Almirante Brown,georef
CHACO,PCIA. DE LA PLAZA,Presidencia de la Plaza,manual
CHACO,PUERTO TIROL,Libertad,georef
CHACO,PUERTO VILELAS,San Fernando,georef
CHACO,QUITILIPI,Quitilipi,georef
CHACO,RESISTENCIA,San Fernando,georef
CHACO,SAENZ PEÑA,Comandante Fernández,georef
CHACO,SAN BERNARDO,O'Higgins,georef
CHACO,SANTA SILVINA,Fray Justo Santa María de Oro,georef
CHACO,TACO POZO,Almirante Brown,georef
CHACO,TRES ISLETAS,Maipú,georef
CHACO,VILLA ANGELA,Mayor Luis J. Fontana,georef
CHACO,VILLA BERTHET,San Lorenzo,georef
CHUBUT,CAMARONES,Florentino Ameghino,georef
CHUBUT,CERRO DRAGON,Escalante,manual
CHUBUT,CHOLILA,Cushamen,georef
CHUBUT,COLONIA SARMIENTO,Sarmiento,manual
CHUBUT,COMODORO RIVADAVIA,Escalante,georef
CHUBUT,CORCOVADO,Futaleufú,georef
CHUBUT,DOLAVON,Gaiman,georef
CHUBUT,EL HOYO,Cushamen,georef
CHUBUT,EL MAITEN,Cushamen,georef
CHUBUT,EPUYEN,Cushamen,georef
CHUBUT,ESQUEL,Futaleufú,georef
CHUBUT,GAIMAN,Gaiman,georef
CHUBUT,GARAYALDE,Florentino Ameghino,georef
CHUBUT,GDOR. COSTA,Tehuelches,georef
CHUBUT,GOBERNADOR COSTA,Tehuelches,georef
CHUBUT,LAGO BLANCO,Río Senguer,georef
CHUBUT,LAGO PUELO,Cushamen,georef
CHUBUT,LAS PLUMAS,Mártires,georef
CHUBUT,LOS ALTARES,Paso de Indios,georef
CHUBUT,PASO DE INDIOS,Paso de Indios,georef
CHUBUT,PUERTO MADRYN,Biedma,georef
CHUBUT,PUERTO PIRAMIDE,Biedma,georef
CHUBUT,RADA TILLY,Escalante,georef
CHUBUT,RAWSON,Rawson,georef
CHUBUT,RIO MAYO,Río Senguer,georef
CHUBUT,RIO SENGUER,Río Senguer,georef
CHUBUT,SARMIENTO,Sarmiento,georef
CHUBUT,TECKA,Languiñeo,georef
CHUBUT,TRELEW,Rawson,georef
